t	angle
9.33E-01	-0.93327
9.50E-01	-0.93838
9.67E-01	-0.94053
9.83E-01	-0.94542
1.00E+00	-0.94071
1.02E+00	-0.94405
1.03E+00	-0.93468
1.05E+00	-0.93343
1.07E+00	-0.92028
1.08E+00	-0.90244
1.10E+00	-0.88078
1.12E+00	-0.84948
1.13E+00	-0.80076
1.15E+00	-0.76558
1.17E+00	-0.69536
1.18E+00	-0.63768
1.20E+00	-0.54422
1.22E+00	-0.4494
1.23E+00	-0.35213
1.30E+00	0.098365
1.32E+00	0.203736
1.33E+00	0.437095
1.43E+00	0.958249
1.45E+00	0.98466
1.47E+00	0.997194
1.48E+00	0.999793
1.58E+00	0.908252
1.60E+00	0.868701
1.63E+00	0.847892
1.65E+00	0.8369
1.67E+00	0.823169
1.68E+00	0.815479
1.70E+00	0.809217
1.72E+00	0.808254
1.73E+00	0.811919
1.75E+00	0.816894
1.77E+00	0.8236
1.78E+00	0.835496
1.80E+00	0.848243
1.82E+00	0.864898
1.83E+00	0.884462
1.85E+00	0.908726
1.87E+00	0.930383
1.88E+00	0.952142
1.90E+00	0.973518
1.92E+00	0.988218
1.93E+00	0.998965
1.95E+00	0.999161
1.97E+00	0.990967
1.98E+00	0.965714
2.00E+00	0.924495
2.02E+00	0.862411
2.10E+00	0.318098
2.12E+00	0.176726
2.13E+00	0.009118
2.15E+00	-0.1216
2.17E+00	-0.26207
2.18E+00	-0.40246
2.20E+00	-0.51519
2.22E+00	-0.60651
2.23E+00	-0.66745
2.25E+00	-0.75616
2.27E+00	-0.80771
2.28E+00	-0.85206
2.30E+00	-0.866
2.32E+00	-0.90656
2.33E+00	-0.92269
2.35E+00	-0.9356
2.37E+00	-0.94509
2.38E+00	-0.94672
2.40E+00	-0.96309
2.42E+00	-0.96482
2.43E+00	-0.96442
2.45E+00	-0.9644
2.47E+00	-0.93294
2.48E+00	-0.91937
2.50E+00	-0.90309
2.52E+00	-0.91984
2.53E+00	-0.91396
2.55E+00	-0.879
2.57E+00	-0.85657
2.58E+00	-0.81231
2.60E+00	-0.77492
2.62E+00	-0.72611
2.63E+00	-0.64308
2.65E+00	-0.56444
2.67E+00	-0.48426
2.68E+00	-0.3059
2.70E+00	-0.1529
2.72E+00	-0.03302
2.73E+00	0.12573
2.75E+00	0.229017
2.77E+00	0.38739
2.78E+00	0.508594
2.80E+00	0.630877
2.82E+00	0.729235
2.83E+00	0.812777
2.85E+00	0.88271
2.87E+00	0.922067
2.88E+00	0.964258
2.90E+00	0.986848
2.92E+00	0.998243
2.93E+00	0.999903
2.95E+00	0.989675
2.98E+00	0.966662
3.00E+00	0.946108
3.02E+00	0.924287
3.03E+00	0.905284
3.05E+00	0.885248
3.07E+00	0.870591
3.08E+00	0.853174
3.10E+00	0.842855
3.12E+00	0.83241
3.13E+00	0.827062
3.15E+00	0.8259
3.17E+00	0.826591
3.18E+00	0.832597
3.20E+00	0.839873
3.22E+00	0.850939
3.23E+00	0.861489
3.25E+00	0.877026
3.27E+00	0.893581
3.28E+00	0.912328
3.30E+00	0.935457
3.32E+00	0.954892
3.33E+00	0.975476
3.35E+00	0.971909
3.37E+00	0.988859
3.38E+00	0.99841
3.40E+00	0.990309
3.42E+00	0.967387
3.43E+00	0.926877
3.45E+00	0.857582
3.47E+00	0.776622
3.48E+00	0.685678
3.50E+00	0.580461
3.52E+00	0.457463
3.55E+00	0.197287
3.57E+00	0.065549
3.58E+00	-0.07087
3.60E+00	-0.18681
3.62E+00	-0.3045
3.63E+00	-0.40038
3.65E+00	-0.39884
3.67E+00	-0.46914
3.68E+00	-0.49587
3.70E+00	-0.60305
3.75E+00	-0.76751
3.77E+00	-0.78638
3.78E+00	-0.81435
3.80E+00	-0.82521
3.82E+00	-0.84137
3.83E+00	-0.84767
3.85E+00	-0.85286
3.87E+00	-0.85059
3.88E+00	-0.84908
3.90E+00	-0.84756
3.92E+00	-0.83726
3.93E+00	-0.82644
3.95E+00	-0.81341
3.97E+00	-0.79118
3.98E+00	-0.75969
4.00E+00	-0.71905
4.02E+00	-0.68639
4.03E+00	-0.62555
4.05E+00	-0.57643
4.07E+00	-0.49685
4.08E+00	-0.39828
4.10E+00	-0.30422
4.12E+00	-0.30225
4.13E+00	-0.19741
4.15E+00	-0.06211
4.17E+00	0.137046
4.18E+00	0.256425
4.20E+00	0.402481
4.22E+00	0.52413
4.23E+00	0.629842
4.25E+00	0.735971
4.28E+00	0.882596
4.32E+00	0.96947
4.33E+00	0.990332
4.35E+00	0.999428
4.37E+00	0.997358
4.38E+00	0.993412
4.43E+00	0.95259
4.45E+00	0.914236
4.47E+00	0.890421
4.48E+00	0.869929
4.50E+00	0.850085
4.52E+00	0.831823
4.53E+00	0.818649
4.55E+00	0.821595
4.57E+00	0.814804
4.58E+00	0.802624
4.60E+00	0.803971
4.62E+00	0.808681
4.63E+00	0.81544
4.65E+00	0.829122
4.67E+00	0.843048
4.68E+00	0.86171
4.70E+00	0.882608
4.72E+00	0.903839
4.73E+00	0.939652
4.75E+00	0.959099
4.77E+00	0.972558
4.78E+00	0.974892
4.80E+00	0.989983
4.82E+00	0.999211
4.83E+00	0.997403
4.85E+00	0.983863
4.87E+00	0.960942
4.90E+00	0.876253
4.92E+00	0.808918
4.93E+00	0.722791
4.95E+00	0.619042
4.97E+00	0.489688
4.98E+00	0.336674
5.00E+00	0.260357
5.02E+00	0.086637
5.03E+00	-0.09603
5.05E+00	-0.23113
5.07E+00	-0.34019
5.08E+00	-0.44251
5.10E+00	-0.44862
5.12E+00	-0.47108
5.13E+00	-0.53374
5.15E+00	-0.72
5.17E+00	-0.74568
5.18E+00	-0.79432
5.20E+00	-0.82759
5.23E+00	-0.85348
5.28E+00	-0.89626
5.30E+00	-0.89715
5.37E+00	-0.81592
5.38E+00	-0.83555
5.40E+00	-0.81228
5.42E+00	-0.81346
5.43E+00	-0.78474
5.47E+00	-0.62028
5.50E+00	-0.51666
5.52E+00	-0.40055
5.53E+00	-0.36874
5.55E+00	-0.2952
5.57E+00	-0.20737
5.58E+00	-0.00735
5.60E+00	0.136634
5.62E+00	0.315529
5.63E+00	0.401915
5.65E+00	0.533636
5.67E+00	0.62914
5.70E+00	0.841028
5.72E+00	0.882373
5.73E+00	0.933315
5.75E+00	0.968553
5.78E+00	0.999489
5.80E+00	0.99758
5.82E+00	0.987819
5.83E+00	0.989068
5.85E+00	0.975541
5.87E+00	0.955512
5.88E+00	0.935954
5.90E+00	0.898116
5.92E+00	0.877296
5.93E+00	0.861325
5.95E+00	0.843096
5.97E+00	0.829823
5.98E+00	0.819064
6.00E+00	0.815363
6.02E+00	0.816639
6.03E+00	0.816466
6.05E+00	0.818919
6.07E+00	0.829247
6.08E+00	0.843907
6.10E+00	0.857852
6.12E+00	0.87714
6.13E+00	0.896442
6.15E+00	0.92005
6.17E+00	0.949179
6.18E+00	0.965427
6.22E+00	0.996543
6.23E+00	0.99995
6.25E+00	0.996317
6.27E+00	0.99301
6.28E+00	0.973983
6.30E+00	0.943098
6.32E+00	0.900365
6.33E+00	0.841848
6.35E+00	0.78771
6.37E+00	0.694806
6.40E+00	0.455366
6.43E+00	0.052077
6.45E+00	-0.08146
6.47E+00	-0.17211
6.48E+00	-0.24178
6.50E+00	-0.34185
6.52E+00	-0.3527
6.53E+00	-0.38268
6.55E+00	-0.50144
6.57E+00	-0.57917
6.58E+00	-0.63971
6.60E+00	-0.68295
6.62E+00	-0.72123
6.63E+00	-0.7476
6.65E+00	-0.77408
6.67E+00	-0.78552
6.68E+00	-0.79826
6.70E+00	-0.80677
6.72E+00	-0.81596
6.73E+00	-0.81448
6.75E+00	-0.81235
6.77E+00	-0.80622
6.78E+00	-0.79705
6.80E+00	-0.78337
6.82E+00	-0.76518
6.83E+00	-0.74068
6.85E+00	-0.7463
6.87E+00	-0.67361
6.88E+00	-0.6549
6.90E+00	-0.59778
6.92E+00	-0.51405
6.93E+00	-0.51665
6.95E+00	-0.43727
6.97E+00	-0.33529
6.98E+00	-0.26965
7.00E+00	-0.16641
7.02E+00	0.04488
7.03E+00	0.222103
7.05E+00	0.333134
7.07E+00	0.451985
7.08E+00	0.575415
7.10E+00	0.681835
7.12E+00	0.774934
7.13E+00	0.851546
7.18E+00	0.975574
7.20E+00	0.992075
7.22E+00	0.999862
7.23E+00	0.997109
7.25E+00	0.982667
7.27E+00	0.987827
7.28E+00	0.974982
7.30E+00	0.957723
7.32E+00	0.937549
7.33E+00	0.919212
7.35E+00	0.884981
7.37E+00	0.891054
7.38E+00	0.855509
7.40E+00	0.848237
7.42E+00	0.837353
7.43E+00	0.832991
7.45E+00	0.831751
7.47E+00	0.833317
7.48E+00	0.840636
7.50E+00	0.852756
7.52E+00	0.864397
7.53E+00	0.878525
7.55E+00	0.900556
7.57E+00	0.931557
7.58E+00	0.946361
7.60E+00	0.965755
7.62E+00	0.965717
7.63E+00	0.977657
7.65E+00	0.990664
7.67E+00	0.997793
7.68E+00	0.998573
7.70E+00	0.985702
7.72E+00	0.964187
7.73E+00	0.921857
7.75E+00	0.886423
7.77E+00	0.824555
7.78E+00	0.759889
7.83E+00	0.441431
7.85E+00	0.330452
7.88E+00	-0.10044
7.90E+00	-0.2084
7.92E+00	-0.2654
7.93E+00	-0.35969
7.95E+00	-0.46629
7.97E+00	-0.54485
7.98E+00	-0.61219
8.00E+00	-0.65137
8.02E+00	-0.71048
8.03E+00	-0.7427
8.05E+00	-0.77546
8.07E+00	-0.80152
8.08E+00	-0.83665
8.17E+00	-0.81876
8.18E+00	-0.8165
8.20E+00	-0.80833
8.22E+00	-0.83793
8.23E+00	-0.7781
8.25E+00	-0.7903
8.27E+00	-0.76222
8.28E+00	-0.73363
8.30E+00	-0.71347
8.32E+00	-0.67363
8.33E+00	-0.62882
8.35E+00	-0.54768
8.37E+00	-0.48915
8.38E+00	-0.33825
8.40E+00	-0.3007
8.42E+00	-0.16938
8.43E+00	-0.02368
8.45E+00	0.135958
8.47E+00	0.220501
8.48E+00	0.384625
8.50E+00	0.502778
8.52E+00	0.635778
8.53E+00	0.737572
8.55E+00	0.817918
8.57E+00	0.882409
8.58E+00	0.921128
8.60E+00	0.921771
8.63E+00	0.989907
8.67E+00	0.98606
8.68E+00	0.991544
8.70E+00	0.994019
8.72E+00	0.97017
8.73E+00	0.947663
8.75E+00	0.926651
8.77E+00	0.908016
8.78E+00	0.892258
8.80E+00	0.875367
8.82E+00	0.861815
8.83E+00	0.854157
8.85E+00	0.849652
8.87E+00	0.847851
8.88E+00	0.848484
8.90E+00	0.852205
8.92E+00	0.863515
8.93E+00	0.868918
8.95E+00	0.883345
8.97E+00	0.901328
8.98E+00	0.921155
9.00E+00	0.941029
9.02E+00	0.960123
9.03E+00	0.962467
9.05E+00	0.975732
9.07E+00	0.996397
9.08E+00	0.999348
9.10E+00	0.992607
9.12E+00	0.974621
9.13E+00	0.940374
9.17E+00	0.827225
9.27E+00	0.226038
9.32E+00	-0.15998
9.38E+00	-0.56742
9.40E+00	-0.63504
9.42E+00	-0.69612
9.43E+00	-0.71453
9.45E+00	-0.79089
9.48E+00	-0.81897
9.50E+00	-0.83867
9.52E+00	-0.84192
9.53E+00	-0.89175
9.55E+00	-0.90109
9.57E+00	-0.87122
9.58E+00	-0.86741
9.60E+00	-0.86483
9.62E+00	-0.85263
9.63E+00	-0.89808
9.65E+00	-0.86958
9.67E+00	-0.8531
9.68E+00	-0.8288
9.70E+00	-0.79969
9.72E+00	-0.76827
9.73E+00	-0.739
9.75E+00	-0.6772
9.77E+00	-0.61449
9.78E+00	-0.54369
9.80E+00	-0.46237
9.82E+00	-0.36083
9.83E+00	-0.27599
9.85E+00	-0.05562
9.87E+00	0.065465
9.88E+00	0.211598
9.90E+00	0.305638
9.92E+00	0.433305
9.93E+00	0.545458
9.95E+00	0.559133
9.97E+00	0.712379
1.00E+01	0.730351
1.00E+01	0.908661
1.00E+01	0.935022
1.01E+01	0.959118
1.01E+01	0.982569
1.01E+01	0.994851
1.01E+01	0.999793
1.01E+01	0.999394
1.01E+01	0.996281
1.02E+01	0.992628
1.02E+01	0.986166
1.02E+01	0.892687
1.02E+01	-0.12673
1.03E+01	0.923898
1.03E+01	0.919951
1.03E+01	0.9186
1.03E+01	0.917997
1.03E+01	0.918872
1.03E+01	0.920833
1.04E+01	0.929537
1.04E+01	0.937415
1.04E+01	0.949875
1.04E+01	0.957659
1.04E+01	0.969176
1.04E+01	0.9792
1.05E+01	0.987048
1.05E+01	0.992594
1.05E+01	0.995864
1.05E+01	0.999946
1.05E+01	0.999788
1.05E+01	0.994527
1.06E+01	0.970195
1.06E+01	0.933622
1.06E+01	0.883473
1.06E+01	0.797813
1.06E+01	0.729217
1.06E+01	0.649675
1.07E+01	0.560828
1.07E+01	0.462357
1.07E+01	0.364334
1.07E+01	0.263293
1.07E+01	0.162403
1.07E+01	0.061212
1.08E+01	-0.03338
1.08E+01	-0.13448
1.08E+01	-0.21864
1.08E+01	-0.29329
1.08E+01	-0.35341
1.08E+01	-0.41415
1.09E+01	-0.46766
1.09E+01	-0.51383
1.09E+01	-0.55365
1.09E+01	-0.5867
1.09E+01	-0.61486
1.09E+01	-0.63942
1.10E+01	-0.65744
1.10E+01	-0.66714
1.10E+01	-0.67833
1.10E+01	-0.679
1.10E+01	-0.67505
1.10E+01	-0.66641
1.11E+01	-0.65631
1.11E+01	-0.63754
1.11E+01	-0.61996
1.11E+01	-0.59346
1.11E+01	-0.56606
1.11E+01	-0.52791
1.12E+01	-0.48097
1.12E+01	-0.43604
1.12E+01	-0.37633
1.12E+01	-0.31724
1.12E+01	-0.23962
1.12E+01	-0.15401
1.13E+01	-0.0662
1.13E+01	0.024926
1.13E+01	0.119554
1.13E+01	0.218708
1.13E+01	0.318669
1.13E+01	0.419746
1.14E+01	0.516291
1.14E+01	0.608324
1.14E+01	0.692833
1.14E+01	0.765359
1.14E+01	0.828797
1.14E+01	0.880939
1.15E+01	0.947786
1.15E+01	0.970974
1.15E+01	0.997711
1.15E+01	0.999906
1.15E+01	0.997432
1.15E+01	0.994303
1.16E+01	0.993856
1.16E+01	0.985465
1.16E+01	0.982735
1.16E+01	0.969789
1.16E+01	0.962086
1.16E+01	0.9537
1.17E+01	0.947159
1.17E+01	0.939297
1.17E+01	0.93474
1.17E+01	0.933314
1.17E+01	0.932703
1.17E+01	0.933885
1.18E+01	0.936234
1.18E+01	0.942621
1.18E+01	0.949189
1.18E+01	0.960082
1.18E+01	0.968268
1.18E+01	0.97825
1.19E+01	0.991744
1.19E+01	0.996943
1.19E+01	0.999116
1.19E+01	0.999992
1.19E+01	0.996435
1.20E+01	0.98123
1.20E+01	0.981932
1.20E+01	0.948431
1.20E+01	0.913076
1.20E+01	0.836572
1.20E+01	0.740029
1.21E+01	0.661605
1.21E+01	0.576484
1.21E+01	0.484997
1.21E+01	0.389696
1.21E+01	0.289154
1.21E+01	0.187824
1.22E+01	0.09283
1.22E+01	-0.00276
1.22E+01	-0.1011
1.22E+01	-0.18367
1.22E+01	-0.25727
1.22E+01	-0.30413
1.23E+01	-0.37792
1.23E+01	-0.43897
1.23E+01	-0.48752
1.23E+01	-0.5284
1.23E+01	-0.56354
1.23E+01	-0.59061
1.24E+01	-0.61623
1.24E+01	-0.63417
1.24E+01	-0.64699
1.24E+01	-0.65195
1.24E+01	-0.65663
1.24E+01	-0.65449
1.25E+01	-0.64628
1.25E+01	-0.63644
1.25E+01	-0.62111
1.25E+01	-0.60061
1.25E+01	-0.57794
1.25E+01	-0.5468
1.26E+01	-0.51237
1.26E+01	-0.4629
1.26E+01	-0.4174
1.26E+01	-0.35556
1.26E+01	-0.2988
1.26E+01	-0.2255
1.27E+01	-0.14412
1.27E+01	-0.05694
1.27E+01	0.031399
1.27E+01	0.121948
1.27E+01	0.2214
1.27E+01	0.316951
1.28E+01	0.416294
1.28E+01	0.513851
1.28E+01	0.601769
1.28E+01	0.685768
1.28E+01	0.755654
1.28E+01	0.818588
1.29E+01	0.871056
1.29E+01	0.914658
1.29E+01	0.946281
1.29E+01	0.990887
1.30E+01	0.987292
1.30E+01	0.97997
1.30E+01	0.963266
1.30E+01	0.956209
1.30E+01	0.932181
1.30E+01	0.919595
1.31E+01	0.90078
1.31E+01	0.886226
1.31E+01	0.887312
1.31E+01	0.945476
1.31E+01	0.936348
1.31E+01	0.936555
1.32E+01	0.945638
1.32E+01	0.947702
1.32E+01	0.951533
1.32E+01	0.957908
1.32E+01	0.961683
1.32E+01	0.9682
1.33E+01	0.975588
1.33E+01	0.961321
1.33E+01	0.972051
1.33E+01	0.98417
1.33E+01	0.999211
1.33E+01	0.999856
1.34E+01	0.988011
1.34E+01	0.986096
1.34E+01	0.953281
1.34E+01	0.942915
1.34E+01	0.901142
1.34E+01	0.835452
1.35E+01	0.711848
1.35E+01	0.537362
1.35E+01	0.32809
1.35E+01	0.236549
1.36E+01	-0.22507
1.36E+01	-0.14028
1.36E+01	-0.2233
1.36E+01	-0.3114
1.37E+01	-0.38735
1.37E+01	-0.45056
1.37E+01	-0.51157
1.37E+01	-0.57163
1.37E+01	-0.61333
1.37E+01	-0.6472
1.38E+01	-0.67616
1.38E+01	-0.70099
1.38E+01	-0.72083
1.38E+01	-0.66828
1.38E+01	-0.66737
1.39E+01	-0.66688
1.39E+01	-0.65931
1.39E+01	-0.64689
1.39E+01	-0.62902
1.39E+01	-0.60877
1.39E+01	-0.58533
1.40E+01	-0.55166
1.40E+01	-0.51665
1.40E+01	-0.47197
1.40E+01	-0.42091
1.40E+01	-0.36309
1.40E+01	-0.30139
1.41E+01	-0.22374
1.41E+01	-0.14182
1.41E+01	-0.04168
1.41E+01	0.033955
1.41E+01	0.133713
1.41E+01	0.229722
1.42E+01	0.321576
1.42E+01	0.414636
1.42E+01	0.508172
1.42E+01	0.589745
1.42E+01	0.672864
1.42E+01	0.745309
1.43E+01	0.80621
1.43E+01	0.859111
1.43E+01	0.898599
1.43E+01	0.935216
1.43E+01	0.96084
1.43E+01	0.978563
1.44E+01	0.99134
1.44E+01	0.997789
1.44E+01	0.999398
1.44E+01	0.999989
1.44E+01	0.996767
1.44E+01	0.99978
1.45E+01	0.997471
1.45E+01	0.983335
1.45E+01	0.98503
1.45E+01	0.976122
1.45E+01	0.982095
1.46E+01	0.976522
1.46E+01	0.976677
1.46E+01	0.985039
1.46E+01	0.98253
1.46E+01	0.983192
1.46E+01	0.985739
1.47E+01	0.991609
1.47E+01	0.999795
1.47E+01	0.999928
1.47E+01	0.999786
1.47E+01	0.999701
1.47E+01	0.99533
1.48E+01	0.9865
1.48E+01	0.972771
1.48E+01	0.949986
1.48E+01	0.919751
1.48E+01	0.883621
1.48E+01	0.836934
1.49E+01	0.783793
1.49E+01	0.717611
1.49E+01	0.644056
1.49E+01	0.560103
1.49E+01	0.472362
1.49E+01	0.384002
1.50E+01	0.285114
1.50E+01	0.188722
1.50E+01	0.102511
1.50E+01	0.006668
1.50E+01	-0.08985
1.50E+01	-0.15724
1.51E+01	-0.2533
1.51E+01	-0.32249
1.51E+01	-0.38599
1.51E+01	-0.44376
1.51E+01	-0.4852
1.51E+01	-0.52987
1.52E+01	-0.56016
1.52E+01	-0.58901
1.52E+01	-0.60771
1.52E+01	-0.61923
1.52E+01	-0.63813
1.52E+01	-0.6414
1.53E+01	-0.64755
1.53E+01	-0.64453
1.53E+01	-0.63535
1.53E+01	-0.6247
1.53E+01	-0.6046
1.53E+01	-0.58276
1.54E+01	-0.55476
1.54E+01	-0.52265
1.54E+01	-0.48244
1.54E+01	-0.44091
1.54E+01	-0.39059
1.54E+01	-0.32743
1.55E+01	-0.26115
1.55E+01	-0.18364
1.55E+01	-0.10181
1.55E+01	-0.01583
1.55E+01	0.063377
1.55E+01	0.160787
1.56E+01	0.245669
1.56E+01	0.333826
1.56E+01	0.433594
1.56E+01	0.522175
1.56E+01	0.606028
1.56E+01	0.679457
1.57E+01	0.753117
1.57E+01	0.80959
1.57E+01	0.861913
1.57E+01	0.902408
1.57E+01	0.933713
1.57E+01	0.958823
1.58E+01	0.989576
1.58E+01	0.989986
1.58E+01	0.996456
1.58E+01	0.999358
1.58E+01	0.999995
1.58E+01	0.999697
1.59E+01	0.999897
1.59E+01	0.996275
1.59E+01	0.994583
1.59E+01	0.991623
1.59E+01	0.984766
1.59E+01	0.980422
1.60E+01	0.982875
1.60E+01	0.978166
1.60E+01	0.982167
1.60E+01	0.981812
1.60E+01	0.985282
1.60E+01	0.986291
1.61E+01	0.992274
1.61E+01	0.995296
1.61E+01	0.997787
1.61E+01	0.999791
1.61E+01	0.999643
1.61E+01	0.99747
1.62E+01	0.99148
1.62E+01	0.98253
1.62E+01	0.965574
1.62E+01	0.9379
1.62E+01	0.906915
1.62E+01	0.868596
1.63E+01	0.822838
1.63E+01	0.766391
1.63E+01	0.701803
1.63E+01	0.627648
1.63E+01	0.549022
1.63E+01	0.460811
1.64E+01	0.373832
1.64E+01	0.28206
1.64E+01	0.188891
1.64E+01	0.094666
1.64E+01	-0.00529
1.64E+01	-0.09464
1.65E+01	-0.17904
1.65E+01	-0.25494
1.65E+01	-0.32079
1.65E+01	-0.37782
1.65E+01	-0.43398
1.65E+01	-0.47871
1.66E+01	-0.5164
1.66E+01	-0.54884
1.66E+01	-0.57283
1.66E+01	-0.59406
1.66E+01	-0.61037
1.66E+01	-0.62228
1.67E+01	-0.62893
1.67E+01	-0.62918
1.67E+01	-0.62442
1.67E+01	-0.61355
1.67E+01	-0.6013
1.67E+01	-0.58063
1.68E+01	-0.55426
1.68E+01	-0.52608
1.68E+01	-0.49375
1.68E+01	-0.45344
1.68E+01	-0.40645
1.68E+01	-0.35519
1.69E+01	-0.29426
1.69E+01	-0.22532
1.69E+01	-0.14878
1.69E+01	-0.06902
1.69E+01	0.01466
1.69E+01	0.106314
1.70E+01	0.202988
1.70E+01	0.283093
1.70E+01	0.370195
1.70E+01	0.45408
1.70E+01	0.542904
1.70E+01	0.629368
1.71E+01	0.701093
1.71E+01	0.764392
1.71E+01	0.812233
1.71E+01	0.866544
1.71E+01	0.9058
1.71E+01	0.936243
1.72E+01	0.960068
1.72E+01	0.977455
1.72E+01	0.996432
1.72E+01	0.999807
1.73E+01	0.977852
1.73E+01	0.999849
1.73E+01	0.991266
1.73E+01	0.991266
1.74E+01	0.986306
1.74E+01	0.990014
1.74E+01	0.989685
1.74E+01	0.990625
1.74E+01	0.98982
1.74E+01	0.989376
1.75E+01	0.989972
1.75E+01	0.994331
1.75E+01	0.997391
1.75E+01	0.998516
1.75E+01	0.999967
1.75E+01	0.99849
1.76E+01	0.990572
1.76E+01	0.985114
1.76E+01	0.971315
1.76E+01	0.949591
1.76E+01	0.922524
1.76E+01	0.891668
1.77E+01	0.845309
1.77E+01	0.798922
1.77E+01	0.738426
1.77E+01	0.679288
1.77E+01	0.596623
1.77E+01	0.517299
1.78E+01	0.436834
1.78E+01	0.340247
1.78E+01	0.252926
1.78E+01	0.160348
1.78E+01	0.071453
1.78E+01	-0.01636
1.79E+01	-0.10925
1.79E+01	-0.18534
1.79E+01	-0.25689
1.79E+01	-0.32324
1.79E+01	-0.37915
1.79E+01	-0.42759
1.80E+01	-0.4708
1.80E+01	-0.506
1.80E+01	-0.53432
1.80E+01	-0.55557
1.80E+01	-0.5715
1.80E+01	-0.58779
1.81E+01	-0.58981
1.81E+01	-0.60397
1.81E+01	-0.59354
1.81E+01	-0.58299
1.81E+01	-0.56734
1.81E+01	-0.55596
1.82E+01	-0.52664
1.82E+01	-0.5029
1.82E+01	-0.4809
1.82E+01	-0.44941
1.82E+01	-0.40198
1.82E+01	-0.35405
1.83E+01	-0.29849
1.83E+01	-0.23391
1.83E+01	-0.1598
1.83E+01	-0.08118
1.83E+01	-0.00624
1.83E+01	0.073514
1.84E+01	0.155301
1.84E+01	0.238797
1.84E+01	0.3282
1.84E+01	0.411835
1.84E+01	0.496741
1.84E+01	0.574852
1.85E+01	0.649429
1.85E+01	0.71139
1.85E+01	0.774436
1.85E+01	0.822843
1.85E+01	0.871493
1.85E+01	0.901354
1.86E+01	0.931348
1.86E+01	0.954602
1.86E+01	0.972078
1.86E+01	0.983625
1.86E+01	0.993368
1.86E+01	0.997463
1.87E+01	0.999403
1.87E+01	0.999387
1.87E+01	0.996578
1.87E+01	0.995612
1.87E+01	0.993886
1.87E+01	0.995319
1.88E+01	0.994291
1.88E+01	0.993255
1.88E+01	0.993002
1.88E+01	0.993491
1.88E+01	0.993861
1.88E+01	0.995124
1.89E+01	0.996841
1.89E+01	0.996573
1.89E+01	0.996451
1.89E+01	0.998825
1.89E+01	0.999939
1.89E+01	0.999892
1.90E+01	0.99344
1.90E+01	0.987221
1.90E+01	0.978378
1.90E+01	0.954365
1.90E+01	0.940997
1.90E+01	0.905644
1.91E+01	0.866601
1.91E+01	0.822437
1.91E+01	0.77271
1.91E+01	0.709785
1.91E+01	0.640444
1.91E+01	0.559844
1.92E+01	0.481181
1.92E+01	0.393406
1.92E+01	0.304798
1.92E+01	0.220459
1.92E+01	0.122899
1.92E+01	0.038914
1.93E+01	-0.04226
1.93E+01	-0.12607
1.93E+01	-0.19826
1.93E+01	-0.27322
1.93E+01	-0.33134
1.93E+01	-0.38258
1.94E+01	-0.42968
1.94E+01	-0.46772
1.94E+01	-0.49889
1.94E+01	-0.52041
1.94E+01	-0.54481
1.94E+01	-0.55826
1.95E+01	-0.56579
1.95E+01	-0.57161
1.95E+01	-0.56707
1.95E+01	-0.56347
1.95E+01	-0.55544
1.95E+01	-0.53705
1.96E+01	-0.51266
1.96E+01	-0.50186
1.96E+01	-0.46767
1.96E+01	-0.43246
1.96E+01	-0.40307
1.96E+01	-0.34834
1.97E+01	-0.29451
1.97E+01	-0.23182
1.97E+01	-0.1814
1.97E+01	-0.1126
1.97E+01	-0.02916
1.97E+01	0.034768
1.98E+01	0.121908
1.98E+01	0.211053
1.98E+01	0.296821
1.98E+01	0.371043
1.98E+01	0.456811
1.98E+01	0.537843
1.99E+01	0.611263
1.99E+01	0.680579
1.99E+01	0.74295
1.99E+01	0.789868
1.99E+01	0.849585
1.99E+01	0.877952
2.00E+01	0.918827
2.00E+01	0.946771
2.00E+01	0.964924
2.00E+01	0.979272
2.00E+01	0.990835
2.00E+01	0.993731
2.01E+01	0.997959
2.01E+01	0.999831
2.01E+01	0.999486
2.01E+01	0.998404
2.01E+01	0.996759
2.01E+01	0.996945
2.02E+01	0.991596
2.02E+01	0.991063
2.02E+01	0.991175
2.02E+01	0.991576
2.02E+01	0.991584
2.02E+01	0.99093
2.03E+01	0.993835
2.03E+01	0.996987
2.03E+01	0.997275
2.03E+01	0.998655
2.03E+01	0.99981
2.03E+01	0.999967
2.04E+01	0.996383
2.04E+01	0.985608
2.04E+01	0.976754
2.04E+01	0.961439
2.04E+01	0.93884
2.04E+01	0.912259
2.05E+01	0.87782
2.05E+01	0.835053
2.05E+01	0.78707
2.05E+01	0.729111
2.05E+01	0.661344
2.05E+01	0.595166
2.06E+01	0.513077
2.06E+01	0.433953
2.06E+01	0.351603
2.06E+01	0.272205
2.06E+01	0.174387
2.06E+01	0.096132
2.07E+01	0.00106
2.07E+01	-0.08317
2.07E+01	-0.15621
2.07E+01	-0.22773
2.07E+01	-0.28798
2.07E+01	-0.34474
2.08E+01	-0.3948
2.08E+01	-0.4278
2.08E+01	-0.46525
2.08E+01	-0.48977
2.08E+01	-0.51645
2.08E+01	-0.53227
2.09E+01	-0.54162
2.09E+01	-0.54583
2.09E+01	-0.54235
2.09E+01	-0.53646
2.09E+01	-0.53384
2.09E+01	-0.52353
2.10E+01	-0.49972
2.10E+01	-0.49655
2.10E+01	-0.43665
2.10E+01	-0.42548
2.10E+01	-0.40208
2.10E+01	-0.35742
2.11E+01	-0.29583
