t	angle	cycles
29.600000000	0.450688000	20
29.600000000	0.523643000	20
29.700000000	0.591762000	20
29.700000000	0.652742000	20
29.700000000	0.710029000	20
29.700000000	0.755078000	20
29.700000000	0.809765000	20
29.700000000	0.842532000	20
29.800000000	0.887742000	20
29.800000000	0.906861000	20
29.800000000	0.931444000	20
29.800000000	0.952076000	20
29.800000000	0.970397000	20
29.800000000	0.981187000	20
29.900000000	0.985539000	20
29.900000000	0.991437000	20
29.900000000	0.995397000	20
29.900000000	0.997665000	20
29.900000000	0.999232000	20
29.900000000	0.999703000	20
30.000000000	0.998729000	20
30.000000000	0.999111000	20
30.000000000	0.999491000	20
30.000000000	0.999427000	20
30.000000000	0.999499000	20
30.000000000	0.999141000	20
30.100000000	0.999812000	20
30.100000000	0.999803000	20
30.100000000	0.999906000	20
30.100000000	0.999891000	20
30.100000000	0.996122000	20
30.100000000	0.992792000	20
30.200000000	0.977091000	20
30.200000000	0.971619000	20
30.200000000	0.956054000	20
30.200000000	0.938298000	20
30.200000000	0.914695000	20
30.200000000	0.888079000	20
30.300000000	0.853766000	21
30.300000000	0.801247000	21
30.300000000	0.757706000	21
30.300000000	0.703727000	21
30.300000000	0.642439000	21
30.300000000	0.575842000	21
30.400000000	0.510003000	21
30.400000000	0.455061000	21
30.400000000	0.378336000	21
30.400000000	0.303742000	21
30.400000000	0.237847000	21
30.400000000	0.171805000	21
30.500000000	0.095061000	21
30.500000000	0.035102000	21
30.500000000	-0.044150000	21
30.500000000	-0.111930000	21
30.500000000	-0.150640000	21
30.500000000	-0.204960000	21
30.600000000	-0.239730000	21
30.600000000	-0.294750000	21
30.600000000	-0.316150000	21
30.600000000	-0.341790000	21
30.600000000	-0.365940000	21
30.600000000	-0.383010000	21
30.700000000	-0.395010000	21
30.700000000	-0.402920000	21
30.700000000	-0.401230000	21
30.700000000	-0.401920000	21
30.700000000	-0.396100000	21
30.700000000	-0.381720000	21
30.800000000	-0.363110000	21
30.800000000	-0.353410000	21
30.800000000	-0.321590000	21
30.800000000	-0.290740000	21
30.800000000	-0.254010000	21
30.800000000	-0.204200000	21
30.900000000	-0.162750000	21
30.900000000	-0.112400000	21
30.900000000	-0.059980000	21
30.900000000	-0.004050000	21
30.900000000	0.064959000	21
30.900000000	0.128869000	21
31.000000000	0.195751000	21
31.000000000	0.268569000	21
31.000000000	0.339052000	21
31.000000000	0.407015000	21
31.000000000	0.477724000	21
31.000000000	0.545056000	21
31.100000000	0.610620000	21
31.100000000	0.673845000	21
31.100000000	0.728322000	21
31.100000000	0.773756000	21
31.100000000	0.826876000	21
31.100000000	0.865125000	21
31.200000000	0.896459000	21
31.200000000	0.920381000	21
31.200000000	0.939608000	21
31.200000000	0.956340000	21
31.200000000	0.970514000	21
31.200000000	0.982963000	21
31.300000000	0.987812000	21
31.300000000	0.993394000	21
31.300000000	0.999456000	21
31.300000000	0.997382000	21
31.300000000	0.998776000	21
31.300000000	0.999404000	21
31.400000000	0.999577000	21
31.400000000	0.999499000	21
31.400000000	0.999549000	21
31.400000000	0.999548000	21
31.400000000	0.999450000	21
31.400000000	0.999641000	21
31.500000000	0.999953000	21
31.500000000	0.999310000	21
31.500000000	0.999310000	21
31.500000000	0.996731000	21
31.500000000	0.991684000	21
31.500000000	0.988296000	21
31.600000000	0.971298000	21
31.600000000	0.968740000	21
31.600000000	0.947915000	21
31.600000000	0.916092000	21
31.600000000	0.889770000	21
31.600000000	0.867118000	21
31.700000000	0.825581000	22
31.700000000	0.784598000	22
31.700000000	0.730590000	22
31.700000000	0.678961000	22
31.700000000	0.635492000	22
31.700000000	0.570206000	22
31.800000000	0.488762000	22
31.800000000	0.439581000	22
31.800000000	0.355289000	22
31.800000000	0.280542000	22
31.800000000	0.211670000	22
31.800000000	0.133644000	22
31.900000000	0.079445000	22
31.900000000	-0.002900000	22
31.900000000	-0.053600000	22
31.900000000	-0.113100000	22
31.900000000	-0.159020000	22
31.900000000	-0.217480000	22
32.000000000	-0.253430000	22
32.000000000	-0.285610000	22
32.000000000	-0.310400000	22
32.000000000	-0.339030000	22
32.000000000	-0.358830000	22
32.000000000	-0.367770000	22
32.100000000	-0.380510000	22
32.100000000	-0.386840000	22
32.100000000	-0.394090000	22
32.100000000	-0.380010000	22
32.100000000	-0.372290000	22
32.100000000	-0.352750000	22
32.200000000	-0.343260000	22
32.200000000	-0.320860000	22
32.200000000	-0.294450000	22
32.200000000	-0.265030000	22
32.200000000	-0.219980000	22
32.200000000	-0.171210000	22
32.300000000	-0.131200000	22
32.300000000	-0.076570000	22
32.300000000	-0.025450000	22
32.300000000	0.033427000	22
32.300000000	0.094908000	22
32.300000000	0.160436000	22
32.400000000	0.234100000	22
32.400000000	0.303969000	22
32.400000000	0.368535000	22
32.400000000	0.441979000	22
32.400000000	0.506226000	22
32.400000000	0.574706000	22
32.500000000	0.633464000	22
32.500000000	0.693212000	22
32.500000000	0.745875000	22
32.500000000	0.792488000	22
32.500000000	0.830721000	22
32.500000000	0.872707000	22
32.600000000	0.895897000	22
32.600000000	0.927719000	22
32.600000000	0.947343000	22
32.600000000	0.965408000	22
32.600000000	0.969456000	22
32.600000000	0.980052000	22
32.700000000	0.991240000	22
32.700000000	0.991948000	22
32.700000000	0.994800000	22
32.700000000	0.997464000	22
32.700000000	0.997932000	22
32.700000000	0.999998000	22
32.800000000	0.999887000	22
32.800000000	0.999863000	22
32.800000000	0.999521000	22
32.800000000	0.999553000	22
32.800000000	0.999809000	22
32.800000000	0.999961000	22
32.900000000	0.999937000	22
32.900000000	0.999285000	22
32.900000000	0.997163000	22
32.900000000	0.987250000	22
32.900000000	0.981113000	22
32.900000000	0.981238000	22
33.000000000	0.959555000	22
33.000000000	0.956248000	22
33.000000000	0.958114000	22
33.000000000	0.911197000	22
33.000000000	0.919265000	22
33.100000000	0.828080000	23
33.100000000	0.704101000	23
33.100000000	0.646484000	23
33.100000000	0.599119000	23
33.100000000	0.529850000	23
33.200000000	0.460536000	23
33.200000000	0.406976000	23
33.200000000	0.323119000	23
33.200000000	0.254277000	23
33.200000000	0.181125000	23
33.200000000	0.106629000	23
33.300000000	0.041606000	23
33.300000000	-0.020710000	23
33.300000000	-0.081260000	23
33.300000000	-0.122750000	23
33.300000000	-0.180940000	23
33.300000000	-0.224620000	23
33.400000000	-0.258210000	23
33.400000000	-0.302070000	23
33.400000000	-0.330980000	23
33.400000000	-0.346370000	23
33.400000000	-0.358330000	23
33.400000000	-0.380420000	23
33.500000000	-0.378550000	23
33.500000000	-0.386720000	23
33.500000000	-0.383990000	23
33.500000000	-0.374580000	23
33.500000000	-0.370170000	23
33.500000000	-0.355690000	23
33.600000000	-0.334440000	23
33.600000000	-0.314930000	23
33.600000000	-0.276370000	23
33.600000000	-0.251930000	23
33.600000000	-0.215400000	23
33.600000000	-0.168740000	23
33.700000000	-0.117760000	23
33.700000000	-0.072370000	23
33.700000000	-0.008860000	23
33.700000000	0.065819000	23
33.700000000	0.133829000	23
33.700000000	0.187337000	23
33.800000000	0.264961000	23
33.800000000	0.324532000	23
33.800000000	0.402750000	23
33.800000000	0.459260000	23
33.800000000	0.539928000	23
33.800000000	0.603639000	23
33.900000000	0.661962000	23
33.900000000	0.715183000	23
33.900000000	0.767376000	23
33.900000000	0.811639000	23
33.900000000	0.853195000	23
33.900000000	0.872490000	23
34.000000000	0.912043000	23
34.000000000	0.932552000	23
34.000000000	0.940558000	23
34.000000000	0.963650000	23
34.000000000	0.973725000	23
34.000000000	0.983466000	23
34.100000000	0.987540000	23
34.100000000	0.993127000	23
34.100000000	0.994411000	23
34.100000000	0.999063000	23
34.100000000	0.996889000	23
34.100000000	0.998459000	23
34.200000000	0.999810000	23
34.200000000	0.999859000	23
34.200000000	0.999904000	23
34.200000000	0.999709000	23
34.200000000	0.998972000	23
34.200000000	0.998870000	23
34.300000000	0.995264000	23
34.300000000	0.994509000	23
34.300000000	0.993656000	23
34.300000000	0.984839000	23
34.300000000	0.983422000	23
34.300000000	0.972928000	23
34.400000000	0.959157000	23
34.400000000	0.939748000	23
34.400000000	0.911651000	23
34.400000000	0.891060000	23
34.400000000	0.860102000	23
34.400000000	0.826534000	23
34.500000000	0.780952000	24
34.500000000	0.738336000	24
34.500000000	0.680554000	24
34.500000000	0.624615000	24
34.500000000	0.567523000	24
34.500000000	0.501825000	24
34.600000000	0.435266000	24
34.600000000	0.364840000	24
34.600000000	0.297998000	24
34.600000000	0.231411000	24
34.600000000	0.153655000	24
34.600000000	0.093367000	24
34.700000000	0.026455000	24
34.700000000	-0.032890000	24
34.700000000	-0.081070000	24
34.700000000	-0.132680000	24
34.700000000	-0.181020000	24
34.700000000	-0.221960000	24
34.800000000	-0.260670000	24
34.800000000	-0.289530000	24
34.800000000	-0.306790000	24
34.800000000	-0.320180000	24
34.800000000	-0.348500000	24
34.800000000	-0.355410000	24
34.900000000	-0.360930000	24
34.900000000	-0.361960000	24
34.900000000	-0.362650000	24
34.900000000	-0.357320000	24
34.900000000	-0.342070000	24
34.900000000	-0.323200000	24
35.000000000	-0.304720000	24
35.000000000	-0.282040000	24
35.000000000	-0.251190000	24
35.000000000	-0.212150000	24
35.000000000	-0.171700000	24
35.000000000	-0.131400000	24
35.100000000	-0.073800000	24
35.100000000	-0.018530000	24
35.100000000	0.017511000	24
35.100000000	0.097226000	24
35.100000000	0.166268000	24
35.100000000	0.236717000	24
35.200000000	0.279635000	24
35.200000000	0.355949000	24
35.200000000	0.442279000	24
35.200000000	0.507573000	24
35.200000000	0.571302000	24
35.200000000	0.619564000	24
35.300000000	0.687558000	24
35.300000000	0.739625000	24
35.300000000	0.785758000	24
35.300000000	0.808939000	24
35.300000000	0.861652000	24
35.300000000	0.893529000	24
35.400000000	0.915932000	24
35.400000000	0.939698000	24
35.400000000	0.956059000	24
35.400000000	0.969703000	24
35.400000000	0.979779000	24
35.400000000	0.979793000	24
35.500000000	0.989842000	24
35.500000000	0.994746000	24
35.500000000	0.994552000	24
35.500000000	0.998211000	24
35.500000000	0.998446000	24
35.500000000	0.997950000	24
35.600000000	0.997945000	24
35.600000000	0.997824000	24
35.600000000	0.997822000	24
35.600000000	0.996192000	24
35.600000000	0.997352000	24
35.600000000	0.995439000	24
35.700000000	0.990266000	24
35.700000000	0.991070000	24
35.700000000	0.985957000	24
35.700000000	0.980311000	24
35.700000000	0.968946000	24
35.700000000	0.964049000	24
35.800000000	0.947341000	24
35.800000000	0.922032000	24
35.800000000	0.895092000	24
35.800000000	0.872661000	24
35.800000000	0.846104000	24
35.800000000	0.795105000	24
35.900000000	0.748659000	25
35.900000000	0.702295000	25
35.900000000	0.649024000	25
35.900000000	0.590831000	25
35.900000000	0.539160000	25
35.900000000	0.464971000	25
36.000000000	0.399691000	25
36.000000000	0.331261000	25
36.000000000	0.264769000	25
36.000000000	0.202391000	25
36.000000000	0.132648000	25
36.000000000	0.069839000	25
36.100000000	0.005595000	25
36.100000000	-0.049600000	25
36.100000000	-0.099330000	25
36.100000000	-0.152030000	25
36.100000000	-0.191890000	25
36.100000000	-0.232000000	25
36.200000000	-0.267470000	25
36.200000000	-0.286290000	25
36.200000000	-0.317520000	25
36.200000000	-0.331840000	25
36.200000000	-0.337180000	25
36.200000000	-0.348510000	25
36.300000000	-0.355360000	25
36.300000000	-0.351050000	25
36.300000000	-0.344620000	25
36.300000000	-0.335380000	25
36.300000000	-0.318450000	25
36.300000000	-0.295520000	25
36.400000000	-0.283740000	25
36.400000000	-0.241270000	25
36.400000000	-0.224520000	25
36.400000000	-0.180170000	25
36.400000000	-0.129920000	25
36.400000000	-0.094010000	25
36.500000000	-0.022070000	25
36.500000000	0.042131000	25
36.500000000	0.087941000	25
36.500000000	0.152918000	25
36.500000000	0.219237000	25
36.500000000	0.283509000	25
36.600000000	0.349966000	25
36.600000000	0.413381000	25
36.600000000	0.484545000	25
36.600000000	0.540324000	25
36.600000000	0.597934000	25
36.600000000	0.662976000	25
36.700000000	0.713673000	25
36.700000000	0.751452000	25
36.700000000	0.808894000	25
36.700000000	0.842035000	25
36.700000000	0.873839000	25
36.700000000	0.902480000	25
36.800000000	0.927442000	25
36.800000000	0.941246000	25
36.800000000	0.958831000	25
36.800000000	0.971146000	25
36.800000000	0.980079000	25
36.800000000	0.984380000	25
36.900000000	0.989439000	25
36.900000000	0.991178000	25
36.900000000	0.993861000	25
36.900000000	0.994059000	25
36.900000000	0.994911000	25
36.900000000	0.996265000	25
37.000000000	0.996109000	25
37.000000000	0.996012000	25
37.000000000	0.994964000	25
37.000000000	0.995303000	25
37.000000000	0.992780000	25
37.000000000	0.994936000	25
37.100000000	0.992736000	25
37.100000000	0.988720000	25
37.100000000	0.975371000	25
37.100000000	0.969026000	25
37.100000000	0.964878000	25
37.100000000	0.950178000	25
37.200000000	0.930387000	25
37.200000000	0.913342000	25
37.200000000	0.883406000	25
37.200000000	0.849757000	25
37.200000000	0.810036000	25
37.200000000	0.787973000	25
37.300000000	0.726137000	26
37.300000000	0.677948000	26
37.300000000	0.622384000	26
37.300000000	0.560419000	26
37.300000000	0.503288000	26
37.300000000	0.436321000	26
37.400000000	0.371472000	26
37.400000000	0.304116000	26
37.400000000	0.240356000	26
37.400000000	0.169938000	26
37.400000000	0.112969000	26
37.400000000	0.047867000	26
37.500000000	-0.018100000	26
37.500000000	-0.066720000	26
37.500000000	-0.113200000	26
37.500000000	-0.150290000	26
37.500000000	-0.202660000	26
37.500000000	-0.226610000	26
37.600000000	-0.260410000	26
37.600000000	-0.282850000	26
37.600000000	-0.304940000	26
37.600000000	-0.321030000	26
37.600000000	-0.325990000	26
37.600000000	-0.334350000	26
37.700000000	-0.331670000	26
37.700000000	-0.330220000	26
37.700000000	-0.324530000	26
37.700000000	-0.307730000	26
37.700000000	-0.287060000	26
37.700000000	-0.262020000	26
37.800000000	-0.242010000	26
37.800000000	-0.205690000	26
37.800000000	-0.179920000	26
37.800000000	-0.128440000	26
37.800000000	-0.084380000	26
37.800000000	-0.044330000	26
37.900000000	0.016138000	26
37.900000000	0.080855000	26
37.900000000	0.127347000	26
37.900000000	0.199817000	26
37.900000000	0.261469000	26
37.900000000	0.311234000	26
38.000000000	0.373635000	26
38.000000000	0.457795000	26
38.000000000	0.514529000	26
38.000000000	0.566387000	26
38.000000000	0.636103000	26
38.000000000	0.682590000	26
38.100000000	0.740327000	26
38.100000000	0.780602000	26
38.100000000	0.824415000	26
38.100000000	0.859335000	26
38.100000000	0.886541000	26
38.100000000	0.914897000	26
38.200000000	0.933794000	26
38.200000000	0.951355000	26
38.200000000	0.964354000	26
38.200000000	0.973524000	26
38.200000000	0.981102000	26
38.200000000	0.987712000	26
38.300000000	0.991463000	26
38.300000000	0.994604000	26
38.300000000	0.996408000	26
38.300000000	0.997488000	26
38.300000000	0.993264000	26
38.300000000	0.998394000	26
38.400000000	0.998599000	26
38.400000000	0.994089000	26
38.400000000	0.993781000	26
38.400000000	0.993031000	26
38.400000000	0.992901000	26
38.400000000	0.986606000	26
38.500000000	0.988131000	26
38.500000000	0.983186000	26
38.500000000	0.967491000	26
38.500000000	0.965292000	26
38.500000000	0.952112000	26
38.500000000	0.931335000	26
38.600000000	0.913115000	27
38.600000000	0.897217000	27
38.600000000	0.866279000	27
38.600000000	0.827460000	27
38.600000000	0.793320000	27
38.600000000	0.743463000	27
38.700000000	0.695664000	27
38.700000000	0.644291000	27
38.700000000	0.602344000	27
38.700000000	0.529312000	27
38.700000000	0.467002000	27
38.700000000	0.401858000	27
38.800000000	0.333291000	27
38.800000000	0.269407000	27
38.800000000	0.201377000	27
38.800000000	0.138950000	27
38.800000000	0.082791000	27
38.800000000	0.016673000	27
38.900000000	-0.031330000	27
38.900000000	-0.081250000	27
38.900000000	-0.135500000	27
38.900000000	-0.183830000	27
38.900000000	-0.222970000	27
38.900000000	-0.255940000	27
39.000000000	-0.277180000	27
39.000000000	-0.292860000	27
39.000000000	-0.303600000	27
39.000000000	-0.315900000	27
39.000000000	-0.323320000	27
39.000000000	-0.325110000	27
39.100000000	-0.326210000	27
39.100000000	-0.323640000	27
39.100000000	-0.306370000	27
39.100000000	-0.287490000	27
39.100000000	-0.268570000	27
39.100000000	-0.251010000	27
39.200000000	-0.220540000	27
39.200000000	-0.188440000	27
39.200000000	-0.133700000	27
39.200000000	-0.110010000	27
39.200000000	-0.056330000	27
39.200000000	-0.008070000	27
39.300000000	0.061892000	27
39.300000000	0.106871000	27
39.300000000	0.171105000	27
39.300000000	0.230457000	27
39.300000000	0.301651000	27
39.300000000	0.368819000	27
39.400000000	0.422859000	27
39.400000000	0.498649000	27
39.400000000	0.558823000	27
39.400000000	0.618941000	27
39.400000000	0.671545000	27
39.400000000	0.720671000	27
39.500000000	0.763990000	27
39.500000000	0.802974000	27
39.500000000	0.842035000	27
39.500000000	0.873979000	27
39.500000000	0.894798000	27
39.500000000	0.919353000	27
39.600000000	0.939792000	27
39.600000000	0.955621000	27
39.600000000	0.965572000	27
39.600000000	0.975728000	27
39.600000000	0.982085000	27
39.600000000	0.984315000	27
39.700000000	0.990594000	27
39.700000000	0.993836000	27
39.700000000	0.995243000	27
39.700000000	0.991707000	27
39.700000000	0.993481000	27
39.700000000	0.992841000	27
39.800000000	0.995636000	27
39.800000000	0.992547000	27
39.800000000	0.991564000	27
39.800000000	0.991458000	27
39.800000000	0.989867000	27
39.800000000	0.980292000	27
39.900000000	0.978952000	27
39.900000000	0.973381000	27
39.900000000	0.966036000	27
39.900000000	0.952141000	27
39.900000000	0.935755000	27
39.900000000	0.915572000	27
40.000000000	0.893439000	28
40.000000000	0.877854000	28
40.000000000	0.834937000	28
40.000000000	0.811939000	28
40.000000000	0.760879000	28
40.000000000	0.713473000	28
40.100000000	0.666548000	28
40.100000000	0.611764000	28
40.100000000	0.560567000	28
40.100000000	0.503635000	28
40.100000000	0.438320000	28
40.100000000	0.378217000	28
40.200000000	0.311626000	28
40.200000000	0.245531000	28
40.200000000	0.169536000	28
40.200000000	0.114604000	28
40.200000000	0.057786000	28
40.200000000	-0.000200000	28
40.300000000	-0.056370000	28
40.300000000	-0.106940000	28
40.300000000	-0.138040000	28
40.300000000	-0.175080000	28
40.300000000	-0.209600000	28
40.300000000	-0.242310000	28
40.400000000	-0.258260000	28
40.400000000	-0.277960000	28
40.400000000	-0.294140000	28
40.400000000	-0.304130000	28
40.400000000	-0.302900000	28
40.400000000	-0.299600000	28
40.500000000	-0.301500000	28
40.500000000	-0.278650000	28
40.500000000	-0.273900000	28
40.500000000	-0.249660000	28
40.500000000	-0.226370000	28
40.500000000	-0.201240000	28
40.600000000	-0.164510000	28
40.600000000	-0.137740000	28
40.600000000	-0.102810000	28
40.600000000	-0.060830000	28
40.600000000	0.005123000	28
40.600000000	0.058372000	28
40.700000000	0.121571000	28
40.700000000	0.170936000	28
40.700000000	0.234733000	28
40.700000000	0.295742000	28
40.700000000	0.356941000	28
40.700000000	0.416240000	28
40.800000000	0.478574000	28
40.800000000	0.534996000	28
40.800000000	0.594216000	28
40.800000000	0.648732000	28
40.800000000	0.701151000	28
40.800000000	0.734265000	28
40.900000000	0.776490000	28
40.900000000	0.826995000	28
40.900000000	0.843586000	28
40.900000000	0.883665000	28
40.900000000	0.910925000	28
40.900000000	0.922600000	28
41.000000000	0.943223000	28
41.000000000	0.957633000	28
41.000000000	0.965081000	28
41.000000000	0.970733000	28
41.000000000	0.984443000	28
41.000000000	0.987055000	28
41.100000000	0.986069000	28
41.100000000	0.991224000	28
41.100000000	0.990174000	28
41.100000000	0.989255000	28
41.100000000	0.989694000	28
41.100000000	0.989818000	28
41.200000000	0.989920000	28
41.200000000	0.990745000	28
41.200000000	0.991155000	28
41.200000000	0.989901000	28
41.200000000	0.987486000	28
41.200000000	0.976644000	28
41.300000000	0.974188000	28
41.300000000	0.964668000	28
41.300000000	0.955822000	28
41.300000000	0.945390000	28
41.300000000	0.922091000	28
41.300000000	0.902677000	28
41.400000000	0.875834000	29
41.400000000	0.850012000	29
41.400000000	0.810859000	29
41.400000000	0.779672000	29
41.400000000	0.732848000	29
41.400000000	0.681286000	29
41.500000000	0.628965000	29
41.500000000	0.575415000	29
41.500000000	0.517632000	29
41.500000000	0.451918000	29
41.500000000	0.398849000	29
41.500000000	0.343895000	29
41.600000000	0.269560000	29
41.600000000	0.204664000	29
41.600000000	0.150732000	29
41.600000000	0.077867000	29
41.600000000	0.025526000	29
41.600000000	-0.030040000	29
41.700000000	-0.080910000	29
41.700000000	-0.114960000	29
41.700000000	-0.155420000	29
41.700000000	-0.188890000	29
41.700000000	-0.216130000	29
41.700000000	-0.241040000	29
41.800000000	-0.254590000	29
41.800000000	-0.274410000	29
41.800000000	-0.283180000	29
41.800000000	-0.288670000	29
41.800000000	-0.287450000	29
41.800000000	-0.285690000	29
41.900000000	-0.276500000	29
41.900000000	-0.255790000	29
41.900000000	-0.242850000	29
41.900000000	-0.223760000	29
41.900000000	-0.190940000	29
41.900000000	-0.170460000	29
42.000000000	-0.131840000	29
42.000000000	-0.108240000	29
42.000000000	-0.053020000	29
42.000000000	-0.007300000	29
42.000000000	0.042448000	29
42.000000000	0.093335000	29
42.100000000	0.149197000	29
42.100000000	0.222788000	29
42.100000000	0.278679000	29
42.100000000	0.346881000	29
42.100000000	0.405750000	29
42.100000000	0.463814000	29
42.200000000	0.513705000	29
42.200000000	0.559028000	29
42.200000000	0.625526000	29
42.200000000	0.676365000	29
42.200000000	0.729871000	29
42.200000000	0.771731000	29
42.300000000	0.793416000	29
42.300000000	0.843784000	29
42.300000000	0.873240000	29
42.300000000	0.896548000	29
42.300000000	0.918666000	29
42.300000000	0.930046000	29
42.400000000	0.946944000	29
42.400000000	0.958295000	29
42.400000000	0.965685000	29
42.400000000	0.972375000	29
42.400000000	0.982987000	29
42.400000000	0.982834000	29
42.500000000	0.983823000	29
42.500000000	0.983964000	29
42.500000000	0.986645000	29
42.500000000	0.987083000	29
42.500000000	0.987133000	29
42.500000000	0.987123000	29
42.600000000	0.986381000	29
42.600000000	0.985137000	29
42.600000000	0.983473000	29
42.600000000	0.986807000	29
42.600000000	0.983085000	29
42.600000000	0.967243000	29
42.700000000	0.960695000	29
42.700000000	0.954703000	29
42.700000000	0.933917000	29
42.700000000	0.924381000	29
42.700000000	0.902321000	29
42.700000000	0.877944000	29
42.800000000	0.857775000	30
42.800000000	0.820671000	30
42.800000000	0.786131000	30
42.800000000	0.750839000	30
42.800000000	0.692409000	30
42.800000000	0.644646000	30
42.900000000	0.587601000	30
42.900000000	0.543250000	30
42.900000000	0.480652000	30
42.900000000	0.416842000	30
42.900000000	0.350298000	30
42.900000000	0.286138000	30
43.000000000	0.226287000	30
43.000000000	0.162149000	30
43.000000000	0.107343000	30
43.000000000	0.052597000	30
43.000000000	-0.000140000	30
43.000000000	-0.041460000	30
43.100000000	-0.095140000	30
43.100000000	-0.138600000	30
43.100000000	-0.163100000	30
43.100000000	-0.201250000	30
43.100000000	-0.227700000	30
43.100000000	-0.247660000	30
43.200000000	-0.257910000	30
43.200000000	-0.274880000	30
43.200000000	-0.278150000	30
43.200000000	-0.277390000	30
43.200000000	-0.278390000	30
43.200000000	-0.270620000	30
43.300000000	-0.254070000	30
43.300000000	-0.242720000	30
43.300000000	-0.226260000	30
43.300000000	-0.204990000	30
43.300000000	-0.172890000	30
43.300000000	-0.141190000	30
43.400000000	-0.107870000	30
43.400000000	-0.059080000	30
43.400000000	-0.012540000	30
43.400000000	0.032082000	30
43.400000000	0.088284000	30
43.400000000	0.140032000	30
43.500000000	0.212704000	30
43.500000000	0.254391000	30
43.500000000	0.329775000	30
43.500000000	0.365919000	30
43.500000000	0.421077000	30
43.500000000	0.478851000	30
43.600000000	0.562023000	30
43.600000000	0.618671000	30
43.600000000	0.642344000	30
43.600000000	0.715665000	30
43.600000000	0.735893000	30
43.700000000	0.772808000	30
43.700000000	0.852070000	30
43.700000000	0.881479000	30
43.700000000	0.925790000	30
43.700000000	0.946671000	30
43.800000000	0.964725000	30
43.800000000	0.976034000	30
43.800000000	0.983675000	30
43.800000000	0.989609000	30
43.800000000	0.991955000	30
43.800000000	0.992989000	30
43.900000000	0.996531000	30
43.900000000	0.996368000	30
43.900000000	0.996993000	30
43.900000000	0.997004000	30
43.900000000	0.997148000	30
43.900000000	0.996116000	30
44.000000000	0.996469000	30
44.000000000	0.995534000	30
44.000000000	0.993414000	30
44.000000000	0.989638000	30
44.000000000	0.984185000	30
44.000000000	0.974973000	30
44.100000000	0.964859000	30
44.100000000	0.951286000	30
44.100000000	0.931060000	30
44.100000000	0.917285000	30
44.200000000	0.770535000	31
44.200000000	0.731020000	31
44.200000000	0.685909000	31
44.200000000	0.636345000	31
44.200000000	0.590157000	31
44.300000000	0.532730000	31
44.300000000	0.479352000	31
44.300000000	0.417772000	31
44.300000000	0.357164000	31
44.300000000	0.297446000	31
44.300000000	0.231767000	31
44.400000000	0.172872000	31
44.400000000	0.119884000	31
44.400000000	0.060477000	31
44.400000000	0.009639000	31
44.400000000	-0.033900000	31
44.400000000	-0.077640000	31
44.500000000	-0.114700000	31
44.500000000	-0.146860000	31
44.500000000	-0.181460000	31
44.500000000	-0.206400000	31
44.500000000	-0.228470000	31
44.500000000	-0.245050000	31
44.600000000	-0.257810000	31
44.600000000	-0.267090000	31
44.600000000	-0.267810000	31
44.600000000	-0.268100000	31
44.600000000	-0.263300000	31
44.600000000	-0.252520000	31
44.700000000	-0.238280000	31
44.700000000	-0.219380000	31
44.700000000	-0.199420000	31
44.700000000	-0.174320000	31
44.700000000	-0.144570000	31
44.700000000	-0.112110000	31
44.800000000	-0.071230000	31
44.800000000	-0.029570000	31
44.800000000	0.020354000	31
44.800000000	0.065998000	31
44.800000000	0.115790000	31
44.800000000	0.171376000	31
44.900000000	0.226167000	31
44.900000000	0.282387000	31
44.900000000	0.341979000	31
44.900000000	0.395393000	31
44.900000000	0.455583000	31
44.900000000	0.508211000	31
45.000000000	0.564239000	31
45.000000000	0.617372000	31
45.000000000	0.668232000	31
45.000000000	0.714907000	31
45.000000000	0.749658000	31
45.000000000	0.787605000	31
45.100000000	0.816894000	31
45.100000000	0.843033000	31
45.100000000	0.866529000	31
45.100000000	0.888751000	31
45.100000000	0.906768000	31
45.100000000	0.923259000	31
45.200000000	0.934770000	31
45.200000000	0.944270000	31
45.200000000	0.952893000	31
45.200000000	0.959683000	31
45.200000000	0.964933000	31
45.200000000	0.967962000	31
45.300000000	0.971218000	31
45.300000000	0.972891000	31
45.300000000	0.973121000	31
45.300000000	0.973268000	31
45.300000000	0.972851000	31
45.300000000	0.971049000	31
45.400000000	0.967608000	31
45.400000000	0.964008000	31
45.400000000	0.958799000	31
45.400000000	0.951667000	31
45.400000000	0.943056000	31
45.400000000	0.931775000	31
45.500000000	0.917979000	31
45.500000000	0.902820000	31
45.500000000	0.882392000	31
45.500000000	0.861369000	31
45.500000000	0.834947000	31
45.500000000	0.813162000	31
45.600000000	0.773870000	32
45.600000000	0.735923000	32
45.600000000	0.688963000	32
45.600000000	0.648298000	32
45.600000000	0.595768000	32
45.600000000	0.541680000	32
45.700000000	0.483749000	32
45.700000000	0.426701000	32
45.700000000	0.368959000	32
45.700000000	0.306088000	32
45.700000000	0.249364000	32
45.700000000	0.191454000	32
45.800000000	0.134704000	32
45.800000000	0.076462000	32
45.800000000	0.031243000	32
45.800000000	-0.019580000	32
45.800000000	-0.061740000	32
45.800000000	-0.101570000	32
45.900000000	-0.132850000	32
45.900000000	-0.163410000	32
45.900000000	-0.188930000	32
45.900000000	-0.210600000	32
45.900000000	-0.227020000	32
45.900000000	-0.241390000	32
46.000000000	-0.247540000	32
46.000000000	-0.255390000	32
46.000000000	-0.256390000	32
46.000000000	-0.252780000	32
46.000000000	-0.241900000	32
46.000000000	-0.230660000	32
